tau alpha_compare_Re alpha_compare_Im alphas_matsubara_50_Re alphas_matsubara_50_Im alphas_matsubara_100_Re alphas_matsubara_100_Im alphas_matsubara_1000_Re alphas_matsubara_1000_Im alphas_pade_5_Re alphas_pade_5_Im alphas_pade_13_Re alphas_pade_13_Im alphas_pade_30_Re alphas_pade_30_Im
0.0005000500050005 4.16710153084915 -0.38932561559791196 -0.23957851542747882 -1.2468785912459632 0.655980477763926 -1.2468785912459632 2.5156081464662 -1.2468785912459632 0.37662882553078664 -1.2468785912459632 1.4441292021549108 -1.2468785912459632 2.718478759992317 -1.2468785912459632
0.005500550055005501 2.2886767313536898 -1.1348083978575125 -0.24212533482978446 -1.2160900086052364 0.6158127841114662 -1.2160900086052364 2.098801831993067 -1.2160900086052364 0.3655508663806887 -1.2160900086052364 1.3651007358337157 -1.2160900086052364 2.3240802264836646 -1.2160900086052364
0.010501050105010502 1.8276434276072846 -1.2274855834866096 -0.24444723248436778 -1.1860616738568706 0.5775162767272088 -1.1860616738568706 1.7852049718239857 -1.1860616738568706 0.3547562611687037 -1.1860616738568706 1.2896715692350005 -1.1860616738568706 1.9984125396875378 -1.1860616738568706
0.015501550155015502 1.5977311720871346 -1.205956658805609 -0.24655335081394103 -1.1567748145596466 0.5410068353760299 -1.1567748145596466 1.5422031689986018 -1.1567748145596466 0.3442379573507398 -1.1567748145596466 1.2176871627807213 -1.1567748145596466 1.72824287331639 -1.1567748145596466
0.0205020502050205 1.405371058011587 -1.1295029237217358 -0.24845252059574516 -1.128211121811348 0.5062041959905313 -1.128211121811348 1.348730702663909 -1.128211121811348 0.3339890768481944 -1.128211121811348 1.1489994430703503 -1.128211121811348 1.5029703821298688 -1.128211121811348
0.025502550255025503 1.2090758243498658 -1.070908851247739 -0.25015327081394606 -1.1003527388028103 0.47303176757862164 -1.1003527388028103 1.1909218674252324 -1.1003527388028103 0.32400291173811685 -1.1003527388028103 1.0834665358398272 -1.1003527388028103 1.3140974825038336 -1.1003527388028103
0.030503050305030505 1.0420427851472833 -1.0579366113527517 -0.25166383821276583 -1.0731822496546028 0.4414164581444434 -1.0731822496546028 1.0594642202088989 -1.0731822496546028 0.3142729200498029 -1.0731822496546028 1.020952509870115 -1.0731822496546028 1.1548076774327176 -1.0731822496546028
0.0355035503550355 0.9319203040945759 -1.0602814293351857 -0.25299217655928663 -1.0466826685293593 0.4112885091646468 -1.0466826685293593 0.9479697002153002 -1.0466826685293593 0.3047927216651916 -1.0466826685293593 0.9613271313982165 -1.0466826685293593 1.0196284334638233 -1.0466826685293593
0.0405040504050405 0.8597238628847533 -1.0391988109588317 -0.25414596562447855 -1.0208374290129516 0.38258133818602613 -1.0208374290129516 0.8519599376185232 -1.0208374290129516 0.29555609432050295 -1.0208374290129516 0.9044656286017431 -1.0208374290129516 0.9041619541401275 -1.0208374290129516
0.045504550455045506 0.7860552352237916 -0.994399906256783 -0.25513261989086233 -0.9956303737578722 0.3552313891329958 -0.9956303737578722 0.7682257845603876 -0.9956303737578722 0.2865569697066153 -0.9956303737578722 0.8502484657455797 -0.9956303737578722 0.8048701562973974 -0.9956303737578722
0.050505050505050504 0.6980443593978515 -0.9556778753323123 -0.25595929699490366 -0.9710457443823446 0.3291779899348795 -0.9710457443823446 0.6944172868012493 -0.9710457443823446 0.2777894296657448 -0.9710457443823446 0.7985611265959779 -0.9710457443823446 0.7189029186844518 -0.9710457443823446
0.05550555055505551 0.6163640112777827 -0.9400767063212261 -0.256632905912018 -0.9470681716188514 0.30436321710320474 -0.9470681716188514 0.6287771965035573 -0.9470681716188514 0.2692477024820487 -0.9470681716188514 0.7492939067234697 -0.9470681716188514 0.6439608778584094 -0.9470681716188514
0.06050605060506051 0.5605879261296314 -0.932848530125837 -0.25716011489185037 -0.9236826657059206 0.2807317669083784 -0.9236826657059206 0.5699650083064857 -0.9236826657059206 0.2609261592638334 -0.9236826657059206 0.7023417143314289 -0.9236826657059206 0.5781858066966947 -0.9236826657059206
0.06550655065506551 0.5225928350963919 -0.9116337615950296 -0.2575473591512605 -0.9008746070171627 0.2582308328232983 -0.9008746070171627 0.5169388408375135 -0.9008746070171627 0.25281931041510475 -0.9008746070171627 0.65760387926191 -0.9008746070171627 0.5200730159957349 -0.9008746070171627
0.0705070507050705 0.4799598209777352 -0.8764661642539755 -0.2578008483321987 -0.8786297369216999 0.23680998891868935 -0.8786297369216999 0.4688748004390346 -0.8786297369216999 0.24492180219425544 -0.8786297369216999 0.6149839698445883 -0.8786297369216999 0.46840134119327226 -0.8786297369216999
0.07550755075507551 0.4261277034195548 -0.846446777406408 -0.2579265737314946 -0.8569341488702746 0.21642107891120552 -0.8569341488702746 0.42511098831541105 -0.8569341488702746 0.23722841335773645 -0.8569341488702746 0.5743896172682387 -0.8569341488702746 0.4221771714862606 -0.8569341488702746
0.08050805080508051 0.37595247036860036 -0.8320628112328287 -0.25793031530934557 -0.8357742797014656 0.19701811058080695 -0.8357742797014656 0.3851079553692684 -0.8357742797014656 0.22973405188661575 -0.8357742797014656 0.535732347167273 -0.8357742797014656 0.38058969319815866 -0.8357742797014656
0.0855085508550855 0.3426158610907737 -0.8224073963944335 -0.2578176484830999 -0.8151369011625742 0.17855715528853372 -0.8151369011625742 0.34842030438641197 -0.8151369011625742 0.2224337517939752 -0.8151369011625742 0.49892741812836483 -0.8151369011625742 0.342975089637294 -0.8151369011625742
0.09050905090509051 0.3196993056681759 -0.8022232947747295 -0.2575939507127322 -0.7950091116398817 0.1609962523396577 -0.7950091116398817 0.31467596505455164 -0.7950091116398817 0.21532267001115193 -0.7950091116398817 0.4638936668342398 -0.7950091116398817 0.30878789498287806 -0.7950091116398817
0.09550955095509552 0.2914699743843157 -0.7727619269127516 -0.25726440788423216 -0.7753783280931082 0.14429531795030145 -0.7753783280931082 0.28356083227491347 -0.7753783280931082 0.20839608335087542 -0.7753783280931082 0.4305533595732216 -0.7753783280931082 0.27757806316447664 -0.7753783280931082
0.1005100510051005 0.2545631679882333 -0.7483200538333312 -0.2568340204969292 -0.7562322781890289 0.1284160585880594 -0.7562322781890289 0.25480721071473844 -0.7562322781890289 0.2016493855454028 -0.7562322781890289 0.39883204985421006 -0.7562322781890289 0.24897260280397587 -0.7562322781890289
0.10551055105510551 0.22089322519417778 -0.7356369602516728 -0.25630760966061916 -0.7375589926293323 0.11332188846891626 -0.7375589926293323 0.22818500080671292 -0.7375589926293323 0.19507808435779922 -0.7375589926293323 0.36865844187735897 -0.7375589926293323 0.222660860864012 -0.7375589926293323
0.11051105110511052 0.19975465942820225 -0.7254988222449018 -0.25568982290816733 -0.7193467976679224 0.09897785100393362 -0.7193467976679224 0.20349488763421122 -0.7193467976679224 0.18867779876455784 -0.7193467976679224 0.3399642596209297 -0.7193467976679224 0.19838272250476788 -0.7193467976679224
0.11551155115511551 0.18518743616858202 -0.7066894142226957 -0.2549851398291027 -0.7015843078129882 0.08535054399974296 -0.7015843078129882 0.18056301321210758 -0.7015843078129882 0.18244425620779825 -0.7015843078129882 0.3126841213145371 -0.7015843078129882 0.17591914221935426 -0.7015843078129882
0.12051205120512051 0.1651889034971735 -0.6814030965949337 -0.25419787752956724 -0.6842604187092765 0.0724080484268893 -0.6842604187092765 0.15923676174280563 -0.6842604187092765 0.17637328991532347 -0.6842604187092765 0.2867554190784043 -0.6842604187092765 0.1550845391215417 -0.6842604187092765
0.1255125512551255 0.13837691907945496 -0.6611049462229827 -0.25333219592380857 -0.6673643001961204 0.06011986057958527 -0.6673643001961204 0.13938139020813828 -0.6673643001961204 0.17046083628686245 -0.6673643001961204 0.26211820351720344 -0.6673643001961204 0.13572068330448248 -0.6673643001961204
0.13051305130513052 0.11483160878839133 -0.6500993163244394 -0.2523921028622609 -0.650885389536882 0.04845682745941861 -0.650885389536882 0.12087730844953 -0.650885389536882 0.16470293234486102 -0.650885389536882 0.23871507306570353 -0.650885389536882 0.11769177526933144 -0.650885389536882
0.13551355135513551 0.10123602438310857 -0.6401802518830089 -0.2513814591011132 -0.634813384815578 0.037391085224086996 -0.634813384815578 0.10361786367534556 -0.634813384815578 0.15909571324822933 -0.634813384815578 0.2164910678917135 -0.634813384815578 0.10088048036474324 -0.634813384815578
0.1405140514051405 0.09181642435431933 -0.6228124699480814 -0.2503039831181158 -0.619138238496558 0.026896000550315175 -0.619138238496558 0.08750752070673376 -0.619138238496558 0.1536354098674905 -0.619138238496558 0.19539356816973183 -0.619138238496558 0.08518472803647542 -0.619138238496558
0.14551455145514552 0.07704510346782668 -0.6008700514595906 -0.2491632557792365 -0.6038501511432119 0.016946114767771928 -0.6038501511432119 0.07246035563369624 -0.6038501511432119 0.14831834641981406 -0.6038501511432119 0.1753721965463475 -0.6038501511432119 0.07051512389857426 -0.6038501511432119
0.15051505150515052 0.056897046651184814 -0.5838708248550133 -0.24796272486063978 -0.5889395652917777 0.007517090628070875 -0.5889395652917777 0.05839879987617645 -0.5889395652917777 0.1431409381624558 -0.5889395652917777 0.15637872462572272 -0.5889395652917777 0.05679285314982371 -0.5889395652917777
0.1555155515551555 0.04013602032518465 -0.5743956938309142 -0.24670570943034106 -0.5743971594764206 -0.0014143384201935763 -0.5743971594764206 0.04525258596402018 -0.5743971594764206 0.13809968914316148 -0.5743971594764206 0.13836698331049588 -0.5743971594764206 0.043947978224545554 -0.5743971594764206
0.16051605160516053 0.031547000023870404 -0.5649660226969687 -0.2453954040937469 -0.5602138424018475 -0.009870416572877957 -0.5602138424018475 0.03295785707077722 -0.5602138424018475 0.1331911900061278 -0.5602138424018475 0.121292776840173 -0.5602138424018475 0.031918053025228134 -0.5602138424018475
0.16551655165516552 0.025485812902690714 -0.5490028500721423 -0.2440348831071739 -0.5463807472598152 -0.017872411744513664 -0.5463807472598152 0.02145641044239507 -0.5463807472598152 0.12841211585214912 -0.5463807472598152 0.10511380037550902 -0.5463807472598152 0.020646991625467986 -0.5463807472598152
