t sigma_z_default sigma_z_rescaled
0.0 1.0 1.0
0.03003003003003003 0.9981996341494561 0.9981996341494559
0.06006006006006006 0.9928370205660118 0.9928370205660118
0.09009009009009009 0.9840249774026805 0.9840249774026806
0.12012012012012012 0.9719433879654195 0.9719433879654195
0.15015015015015015 0.9568283278820796 0.9568283278820796
0.18018018018018017 0.938958765145195 0.938958765145195
0.21021021021021022 0.918642141706537 0.9186421417065368
0.24024024024024024 0.8962000897548487 0.8962000897548486
0.2702702702702703 0.8719553254370334 0.8719553254370332
0.3003003003003003 0.8462204610042251 0.8462204610042248
0.3303303303303303 0.8192891496687629 0.8192891496687628
0.36036036036036034 0.7914296800818152 0.7914296800818151
0.39039039039039036 0.7628809033951974 0.7628809033951972
0.42042042042042044 0.7338502187496632 0.7338502187496628
0.45045045045045046 0.7045132597338684 0.7045132597338678
0.4804804804804805 0.6750149017932878 0.675014901793287
0.5105105105105106 0.6454712315452945 0.6454712315452943
0.5405405405405406 0.6159721665971212 0.6159721665971208
0.5705705705705706 0.5865844747411416 0.5865844747411414
0.6006006006006006 0.5573550040951505 0.5573550040951502
0.6306306306306306 0.5283139943326444 0.5283139943326444
0.6606606606606606 0.4994783900925315 0.4994783900925316
0.6906906906906907 0.47085511960474385 0.47085511960474363
0.7207207207207207 0.4424443344846212 0.44244433448462117
0.7507507507507507 0.41424263115421145 0.41424263115421106
0.7807807807807807 0.38624629120349513 0.3862462912034949
0.8108108108108109 0.358454587746309 0.3584545877463084
0.8408408408408409 0.33087320751872307 0.3308732075187225
0.8708708708708709 0.3035178335414329 0.3035178335414321
0.9009009009009009 0.276417919332994 0.2764179193329932
0.9309309309309309 0.24962066091992918 0.2496206609199291
0.960960960960961 0.22319513469045887 0.22319513469045774
0.990990990990991 0.19723651475586548 0.19723651475586446
1.021021021021021 0.17187021074632572 0.1718702107463236
1.0510510510510511 0.14725567545470672 0.14725567545470467
1.0810810810810811 0.12358952452094732 0.12358952452094636
1.1111111111111112 0.10110749619019503 0.10110749619019506
1.1411411411411412 0.08008467485192163 0.08008467485192153
1.1711711711711712 0.0608333338892672 0.060833333889266004
1.2012012012012012 0.043697756566471915 0.04369775656646864
1.2312312312312312 0.02904550782537621 0.029045507825372404
1.2612612612612613 0.017254888875486624 0.017254888875481277
1.2912912912912913 0.008698723357057308 0.008698723357051364
1.3213213213213213 0.003725173373492607 0.0037251733734885314
1.3513513513513513 0.0026368899298075104 0.002636889929827404
1.3813813813813813 0.005670340862480463 0.005670340862517548
1.4114114114114114 0.01297748128358801 0.0129774812835454
1.4414414414414414 0.024611908295961597 0.024611908296072783
1.4714714714714714 0.040521216917374335 0.04052121691770667
1.5015015015015014 0.06054649930683736 0.06054649930792865
1.5315315315315314 0.08442896185391596 0.08442896185170609
1.5615615615615615 0.11182269217424591 0.11182269217042728
1.5915915915915915 0.14231189742066916 0.1423118974256517
1.6216216216216217 0.17543058596671915 0.17543058596007058
1.6516516516516517 0.2106826966504801 0.21068269665852543
1.6816816816816818 0.24756101646335882 0.24756101646838624
1.7117117117117118 0.285563732665885 0.2855637326502265
1.7417417417417418 0.3242080038145203 0.3242080038104062
1.7717717717717718 0.3630403967698508 0.36304039690634865
1.8018018018018018 0.4016443700302554 0.4016443699033756
1.8318318318318318 0.43964517107157647 0.4396451714351615
1.8618618618618619 0.47671260034360624 0.47671260121610637
1.8918918918918919 0.5125620646309529 0.5125620643889948
1.921921921921922 0.5469542993858187 0.5469542968853972
1.951951951951952 0.5796940717822331 0.5796940674957265
1.981981981981982 0.6106281020400376 0.6106280956038145
2.012012012012012 0.6396423771420906 0.6396423713538968
2.042042042042042 0.6666590436782898 0.6666590295713943
2.0720720720720722 0.6916329225053465 0.6916329073839026
2.1021021021021022 0.714547915400826 0.7145479033176714
2.1321321321321323 0.7354132726247911 0.7354132476227132
2.1621621621621623 0.7542598255273312 0.7542597857048071
2.1921921921921923 0.7711364005074588 0.7711363663990527
2.2222222222222223 0.7861064979211689 0.7861064135700075
2.2522522522522523 0.7992448436665696 0.799244743568279
2.2822822822822824 0.8106346817520574 0.8106346735692894
2.3123123123123124 0.820365592544257 0.8203654482064392
2.3423423423423424 0.8285300133168613 0.8285299955391088
2.3723723723723724 0.8352231094868832 0.8352230092960093
2.4024024024024024 0.8405391638183461 0.8405393431176695
2.4324324324324325 0.8445724696040695 0.8445726943890096
2.4624624624624625 0.8474143014306449 0.8474145500682148
2.4924924924924925 0.8491535728871517 0.8491533643135466
2.5225225225225225 0.849874163855128 0.849873937190899
2.5525525525525525 0.8496580804759672 0.8496569647806249
2.5825825825825826 0.8485812985375175 0.8485787330900627
2.6126126126126126 0.8467130475617514 0.8467109308850689
2.6426426426426426 0.8441239094658712 0.8441205595347685
2.6726726726726726 0.8408728553467764 0.840869920964336
2.7027027027027026 0.8370187669795054 0.8370166676593369
2.7327327327327327 0.8326190793011333 0.8326139012594516
2.7627627627627627 0.8277106132679721 0.8277103085700107
2.7927927927927927 0.8223461577619835 0.8223503257956891
2.8228228228228227 0.81657171962622 0.8165743234760376
2.8528528528528527 0.8104200445091907 0.8104188060059488
2.8828828828828827 0.8039333858954398 0.8039166207911614
2.9129129129129128 0.7971123437487266 0.7970971730563554
2.942942942942943 0.7900049836553419 0.789986643126245
2.972972972972973 0.7826366674589975 0.7826082036693199
3.003003003003003 0.775000241197132 0.7749822349560396
3.033033033033033 0.7671354732790783 0.7671265366601082
3.063063063063063 0.7590899111902923 0.7590565351404538
3.093093093093093 0.7508232741671856 0.7507854854965225
3.123123123123123 0.74234203781283 0.742324668001218
3.153153153153153 0.7336645941616563 0.7336835787926195
3.183183183183183 0.7247825813516147 0.724870114953888
3.2132132132132134 0.7155073915092528 0.7158907543355931
3.2432432432432434 0.7062991339895381 0.7067507306798825
3.2732732732732734 0.6972450439685246 0.6974542047945247
3.3033033033033035 0.6869641116566922 0.6880044326990973
3.3333333333333335 0.6777043789978761 0.6784039318270683
3.3633633633633635 0.6667673893221585 0.6686546465170063
3.3933933933933935 0.659838859325244 0.6587581141636998
3.4234234234234235 0.649992087595458 0.648715633524604
3.4534534534534536 0.6407211810341532 0.6385284367866229
3.4834834834834836 0.6295964344282099 0.6281978670891883
3.5135135135135136 0.6279353788286229 0.6177255632665986
3.5435435435435436 0.6143968882861319 0.6071136536080932
3.5735735735735736 0.5934532987474473 0.5963649604281737
3.6036036036036037 0.5899059086513164 0.5854832171791653
3.6336336336336337 0.5865074191341756 0.5744732997065731
3.6636636636636637 0.5775105492431789 0.5633414730250415
3.6936936936936937 0.5641309738138137 0.5520956546545189
3.7237237237237237 0.54193509683105 0.5407456950739851
3.7537537537537538 0.5045533503298718 0.5293036751917075
3.7837837837837838 0.4285296302890862 0.5177842198613448
3.813813813813814 0.30569554790734943 0.5062048253559261
3.843843843843844 0.33617579158435407 0.4945861973120393
3.873873873873874 0.3806546915356073 0.48295259394516493
3.903903903903904 0.4375257316366499 0.471332167296182
3.933933933933934 0.5033335548108684 0.45975729289971706
3.963963963963964 0.5737800960945483 0.4482648755971669
3.993993993993994 0.6440362498438602 0.4368966163206733
4.024024024024024 0.7094531740543292 0.4256992216714197
4.054054054054054 0.7673041269929242 0.41472453519324076
4.084084084084084 0.815596404161081 0.4040295666615322
4.114114114114114 0.8544512324342673 0.39367639380683733
4.1441441441441444 0.8843787929837712 0.38373191008334234
4.1741741741741745 0.9070266281932661 0.3742673928385374
4.2042042042042045 0.9233932309494539 0.3653578690194068
4.2342342342342345 0.9351727735467793 0.3570812607963521
4.2642642642642645 0.943303648789756 0.3495173015084244
4.2942942942942945 0.9491160391687381 0.34274622322546394
4.324324324324325 0.9533750574859977 0.33684723076402856
4.354354354354355 0.9557278804139069 0.33189679257208854
4.384384384384385 0.9573096693550954 0.3279667954677077
4.414414414414415 0.9586803209226709 0.3251226263283009
4.444444444444445 0.9591619721472573 0.3234212577302442
4.474474474474475 0.9595335941517401 0.3229094243812317
4.504504504504505 0.9599413646060736 0.3236219812812172
4.534534534534535 0.9601043738111344 0.32558053166439266
4.564564564564565 0.9599217934472503 0.32879240241875435
4.594594594594595 0.9598245455513558 0.33325002726683645
4.624624624624625 0.9598475227186782 0.3389307748804345
4.654654654654655 0.9596436918618809 0.34579723245882993
4.684684684684685 0.9596055925879445 0.3537979277992846
4.714714714714715 0.9597495666095359 0.3628684473170276
4.744744744744745 0.9596848657606069 0.3729328863077204
