t sigma_z_N_trunc_2 sigma_z_N_trunc_4 sigma_z_N_trunc_8 sigma_z_N_trunc_16
4.404404404404405 0.19978519627822647 0.35080760314972026 0.347872759108105 0.36721503917358317
4.454454454454455 0.1970795308291391 0.3476474271071105 0.3452594607393667 0.3643513799189369
4.504504504504505 0.1944377633806157 0.34445726041364233 0.3426620696471352 0.3615506348823242
4.554554554554555 0.19182296057483378 0.3412900042320961 0.33999465135688317 0.35869376552947635
4.604604604604605 0.18924655154975945 0.33815051678266755 0.3373492455710495 0.3557168968455935
4.654654654654655 0.18658702326540547 0.33493238884632576 0.3346859754556129 0.35275657920297615
4.704704704704705 0.18395285927567484 0.33157432943045223 0.3318403251241343 0.3496741726379513
4.754754754754755 0.18135347661420395 0.3280618714859197 0.32895730159152525 0.3464870090252369
4.804804804804805 0.17874516786932707 0.32459159668307286 0.3261337365922082 0.34323875521835273
4.854854854854855 0.17611138810199845 0.32097959655939523 0.3232553817158624 0.3400121561106054
4.904904904904905 0.1733143792998794 0.3172955335139581 0.32026146518444676 0.33669723588881273
4.954954954954955 0.17039480423155973 0.3135643549412961 0.31707588142585597 0.33336604244613105
5.005005005005005 0.1674352585162158 0.30976474986533115 0.31384886195060147 0.3299565272742403
5.055055055055055 0.16438609845613736 0.30585184732898996 0.3105591671944615 0.32660332810854004
5.105105105105105 0.16126677319754662 0.30175774972997993 0.30711946050611705 0.3232411632917664
5.155155155155155 0.15809268714342845 0.29763937852784594 0.3036780965770992 0.31972092390898904
5.205205205205205 0.1548358027547842 0.29354629285093686 0.3001811126038724 0.31618340622352986
5.255255255255255 0.1517279399796875 0.28940631656169824 0.29672379909143337 0.31270706632665896
5.305305305305305 0.1486601162040472 0.28517888217236886 0.293173629824826 0.3090007658261178
5.355355355355356 0.14565417778738277 0.2808780421966762 0.28942970213442254 0.3049831717438807
5.405405405405406 0.14272496576473906 0.27650632689593874 0.2855181690485029 0.30072733113402905
5.455455455455456 0.1399716727871101 0.27205027826913364 0.28155951119298994 0.2963925104541143
5.505505505505506 0.1371510532368202 0.2673808132296114 0.2775195477894735 0.2919223119747351
5.555555555555556 0.134339552252006 0.26259402767218865 0.27344681005142574 0.28742600227399445
5.605605605605606 0.13133059101694242 0.2577850246988433 0.2693433718834644 0.2829591904295264
5.655655655655656 0.12826434383852633 0.25292500219362835 0.2650443633450293 0.27858228380852423
5.705705705705706 0.12521307701461565 0.24800058775652442 0.2607778462611571 0.27416611415720354
5.755755755755756 0.12221974060676127 0.24299422928139153 0.2563540836360353 0.269677021332763
5.805805805805806 0.1191589315551826 0.23801019826239886 0.2517448810214506 0.26521996832154826
5.855855855855856 0.11603951549125038 0.23302793826068383 0.24715850609691192 0.26086594382276146
5.9059059059059065 0.1128541117880424 0.22815708191446105 0.24264380907549277 0.2564482351230865
5.9559559559559565 0.10973221850897799 0.2233663047279695 0.23811346451171075 0.25209123292275804
6.0060060060060065 0.10661755406845438 0.2187054925396621 0.23369723921143745 0.24758799692031247
6.056056056056057 0.10355005805028207 0.21424298348444232 0.2294160815852466 0.24293132215316823
6.106106106106107 0.10070258310592337 0.20993413711789044 0.22510593478916185 0.23831364895798507
6.156156156156157 0.09797239546611307 0.2058368689988863 0.22096205841411412 0.23388041508062096
6.206206206206207 0.09542305498670992 0.20188829826635624 0.2168985832358731 0.22960811742994403
6.256256256256257 0.092906836359166 0.1980172808551486 0.21287287321076143 0.22535687092004433
6.306306306306307 0.09042450294892251 0.19432288011325236 0.20897162688373647 0.22113560976451363
6.356356356356357 0.08782134891801673 0.190804920879935 0.20515234035781815 0.21708298728783457
6.406406406406407 0.08519645400289559 0.18727161094699704 0.20145196060907705 0.21322226964387372
6.456456456456457 0.08269058488358601 0.18394916639663508 0.19784310316213005 0.20949615359023113
6.506506506506507 0.08018262007926673 0.18079858844179117 0.19427848370305478 0.20592749873069865
6.556556556556557 0.07785848799320745 0.17775788911376855 0.190885694030803 0.20252235091719878
6.606606606606607 0.07580140179264966 0.1748088727886572 0.18757557507337175 0.19919753658975528
6.656656656656657 0.07396438992785144 0.17210339826622922 0.18445149585120918 0.19602909939484026
6.706706706706707 0.07224968228211191 0.16957896550513346 0.1816125815186808 0.19286033930873123
6.756756756756757 0.0706057495990008 0.1672126890943776 0.17900488016628413 0.1898638928276356
6.806806806806807 0.06903976798959979 0.1649896785377149 0.17659697753772832 0.18698986050478894
6.856856856856857 0.06751813524154024 0.16292788760245944 0.17424512814102355 0.18413762846391143
6.906906906906907 0.06603230793749293 0.16104104404856706 0.17203165462467218 0.18130834877983457
6.956956956956957 0.06460520705970976 0.15923232380064486 0.1699665253247187 0.1787073632401869
7.007007007007007 0.0632555484368049 0.15758978771092375 0.16795101402524315 0.1763325478163185
7.057057057057057 0.062038436014687955 0.15589924045209733 0.16596800880251059 0.17413201168444034
7.107107107107107 0.0609565446481339 0.15425488752190086 0.16386597012052617 0.17207653170933188
7.157157157157157 0.05994233554006693 0.1525991122534849 0.16165088188878377 0.170048099482102
7.207207207207207 0.0588150727245343 0.15099682391593722 0.15951527999289664 0.16802807803856315
7.257257257257257 0.05769313378720431 0.1494512357329986 0.15732789440881753 0.16606755894223513
7.307307307307307 0.05648310840103844 0.1478033222528367 0.1551655085462996 0.1640774380853552
7.357357357357357 0.0552842340386527 0.14597682873425755 0.15308827019034565 0.1621743060347508
7.407407407407407 0.05406349048676283 0.14393386565316096 0.15093774290614953 0.16026537380733097
7.4574574574574575 0.052754448201315106 0.1417272940119075 0.14880172176991988 0.15830999804844992
7.507507507507508 0.051552193241728377 0.13940299950448973 0.14655560649360627 0.15631134096162894
7.557557557557558 0.050388953273265466 0.13702810421087183 0.14422484989283285 0.15426969939209131
7.6076076076076085 0.049258849748475005 0.1346176985668625 0.14189675603347734 0.15217945114935746
7.6576576576576585 0.04813793418617693 0.13209407680525495 0.13945017584497377 0.15011911625731672
7.7077077077077085 0.04714057909570712 0.12957862043032023 0.13699184931543945 0.14813474783889746
7.7577577577577586 0.046198047046220554 0.12707371576532756 0.13462784750529705 0.14629565710987472
7.807807807807809 0.04544223463690203 0.12459085361001794 0.13233442380186386 0.14433061730950375
7.857857857857859 0.04464474483024002 0.1222061384406637 0.130107007397908 0.1423665344201865
7.907907907907909 0.04383884587439505 0.11990146923159341 0.1280508066855972 0.14056984595463914
7.957957957957959 0.043136308547100495 0.11771599218595014 0.1261234578352261 0.13870119990983767
8.008008008008009 0.04237149376866091 0.11561996479150102 0.12422542895115964 0.13662399533797667
8.058058058058059 0.04154701875608319 0.11370339936410974 0.12245139776096667 0.134488709480759
8.108108108108109 0.04061583063303717 0.1120213377300101 0.12070812178307033 0.13251842904998604
8.158158158158159 0.03972217325893314 0.11043647080489997 0.1191084099659567 0.13059697691978528
8.208208208208209 0.038827231491377436 0.10906288648322802 0.11759624937212186 0.12865280125785294
8.258258258258259 0.03811904449373989 0.10772167700148189 0.11600424150525085 0.12670845785490834
8.308308308308309 0.03744027524449363 0.10631172306099218 0.11452146657073135 0.12470048895862698
8.358358358358359 0.0367539516395358 0.10480356234902621 0.1131062083368789 0.1225640797803026
8.408408408408409 0.0360121088104111 0.10331131617104718 0.11168698307540022 0.12028969442684188
8.458458458458459 0.035195589625289285 0.10172687801299347 0.1102443374857366 0.11804471872983043
8.508508508508509 0.03440697062593911 0.099909967273337 0.1088144369306058 0.11586162149302762
8.558558558558559 0.03357614789435152 0.09794119677567611 0.10745375133945748 0.11386721420290184
8.608608608608609 0.032832608607176704 0.09606462627445576 0.10607762180499403 0.1120120291338623
8.65865865865866 0.03218336297547927 0.09427259516651364 0.10459960107233168 0.11021294688720741
8.70870870870871 0.03161743556851463 0.09252126630680772 0.10305958172639795 0.10850663005041337
8.75875875875876 0.031091926750732756 0.09073664182734974 0.1014536036213195 0.10676622408620098
8.80880880880881 0.03065438828500289 0.08894936692204773 0.0997855197495906 0.10502402975977229
8.85885885885886 0.030328705396019926 0.08713512417563404 0.0980854618569776 0.1033780296243714
8.90890890890891 0.029972115221106047 0.08533319312061183 0.0965117039096675 0.10183723543041946
8.95895895895896 0.029592434660184283 0.08356101793114215 0.09501918562810215 0.10044142034726003
9.00900900900901 0.0291291042456244 0.08192831328567786 0.09363405346492959 0.09904821493899545
9.05905905905906 0.028706913798387263 0.08029293200120523 0.09221326874068549 0.09765147513827682
9.10910910910911 0.028282576344560096 0.07867896168602277 0.09064138751404711 0.09621707171991294
9.15915915915916 0.027938909097885253 0.07716045464889323 0.08905268903536107 0.0948431363451091
9.20920920920921 0.02767491778735989 0.07577478092474048 0.08750597097433245 0.09353719114780595
9.25925925925926 0.027383847747010748 0.07443889392758189 0.08604964423884796 0.09225594691562933
9.30930930930931 0.027089535972520014 0.07309821094909251 0.08461184324826891 0.09110630161651327
9.35935935935936 0.026718865037943674 0.07176758092361463 0.08315393982052874 0.09003134201761645
9.40940940940941 0.0261103831887352 0.07039897970155198 0.08178904140140883 0.08888062403864985
9.45945945945946 0.02558803911410357 0.06899881033573878 0.08043607819785065 0.08774339834512289
9.50950950950951 0.025058001359529902 0.0675561171681756 0.07914900141251373 0.08666596040836633
9.55955955955956 0.024461715799356545 0.06609458503920096 0.07789015942470508 0.08552787486240564
9.60960960960961 0.02387328966953865 0.06462645177439665 0.07654253582891178 0.08414295591352672
9.65965965965966 0.02319723704699967 0.0633009906139414 0.07502122802482263 0.08270495268176574
9.70970970970971 0.022351140109345316 0.06219777943645647 0.07343716052680005 0.0811989483672161
9.75975975975976 0.021336532898333725 0.060980425520769835 0.07198742651785657 0.0796756066591465
9.80980980980981 0.02036476283177567 0.05983661074125302 0.07065525372646549 0.07810111664694669
9.85985985985986 0.01940910333059071 0.058766225154693416 0.0693142791715779 0.07668476435266683
9.90990990990991 0.01845740634582343 0.05771418659531006 0.0679725103164608 0.07537497589638545
9.95995995995996 0.017612275663350288 0.056670773273852504 0.06657765915397301 0.07414928306384011
10.01001001001001 0.016887116795998466 0.055571815433974464 0.06512503800498698 0.07295473134502123
10.06006006006006 0.016163982647250896 0.05436249682360666 0.06360917880212627 0.07182779955556139
10.11011011011011 0.015386536215346044 0.05312945058443927 0.06217679286582407 0.07061465305131966
10.16016016016016 0.014572750206253732 0.051793340419819006 0.06075105032448641 0.06937016130305092
10.21021021021021 0.01374745787642953 0.050490620824832425 0.05949699768655792 0.0681004602556201
10.26026026026026 0.012830011703226353 0.049215664708684805 0.05826192202921774 0.06689588796722391
10.31031031031031 0.01201936121351418 0.048053172283745095 0.057224109659903766 0.0657531711409908
10.36036036036036 0.011272739731663992 0.047000950708945013 0.05624526891045764 0.06465468078661757
10.41041041041041 0.010676662124156985 0.04601088685905297 0.05523634998175878 0.06356534766987816
10.46046046046046 0.010224907697553659 0.04510432146887917 0.05419463813805476 0.06244907443952278
10.51051051051051 0.009788451737640917 0.04428182985419572 0.053134654102796525 0.06135935105282606
10.56056056056056 0.00947681864906827 0.04357275999847968 0.051938715663353056 0.06030102654777846
10.61061061061061 0.00928022576856082 0.042780737160625006 0.05064062806517586 0.05941911845844736
10.66066066066066 0.00920369767652479 0.04202237131661692 0.04921996885104813 0.05866167664174126
10.710710710710712 0.009191291940045716 0.04133733065394474 0.04773740767928458 0.05792776222764225
10.760760760760762 0.009196644549027105 0.04059844065037668 0.04637296892569618 0.0572711671512801
10.810810810810812 0.009177142637299053 0.039854464717543114 0.04512408886991781 0.05641186393428754
10.860860860860862 0.009168205792510296 0.03906581418379479 0.04403217944062632 0.05557596522518186
10.910910910910912 0.009282186772797593 0.03823109399843639 0.04329157388166436 0.054814985724206164
10.960960960960962 0.009437971552959029 0.03743633386879354 0.04265006570662316 0.05414316485258374
11.011011011011012 0.009778296781967484 0.036652400560114935 0.04207214480120003 0.05354641292937282
11.061061061061062 0.010185787186841558 0.03586595303494963 0.04158770995203196 0.052882302638675244
11.111111111111112 0.01065814155809511 0.03513881724342674 0.041084671845072286 0.05207321686365495
11.161161161161163 0.011092754715498247 0.034396659819410445 0.04057109329596333 0.05109653190453311
11.211211211211213 0.011468021296685322 0.03364549281784212 0.03991030865208828 0.050081879463516436
11.261261261261263 0.011728646920277948 0.032898200897956614 0.0390345400556619 0.049042422747546256
11.311311311311313 0.011860060276153269 0.03228032705520478 0.03803739777154078 0.04816888879646011
11.361361361361363 0.011780480601555517 0.03162445409581312 0.03697701612221185 0.047259726827995584
11.411411411411413 0.011807152530021188 0.03094111707454294 0.03597888575224177 0.04634668576012985
11.461461461461463 0.011936852572662731 0.030315537920426933 0.03513169028486036 0.0455139063021484
11.511511511511513 0.011946970126439067 0.029621446571728677 0.03430891460706805 0.04474039331713912
11.561561561561563 0.01195319079133848 0.028806367213523924 0.0334176677167861 0.044118019084198816
11.611611611611613 0.011918094836385791 0.027896199731067377 0.03265910377366345 0.04367905723361901
11.661661661661663 0.011899051890894194 0.026991357565323965 0.0318867572386555 0.04345597857379063
11.711711711711713 0.01189288599362934 0.026237914927238273 0.03115034065554441 0.04325623466419181
11.761761761761763 0.01179997379484088 0.025509163553203554 0.030470911408930414 0.043015461175808574
11.811811811811813 0.011529965225758878 0.024694133324205232 0.029835833271533836 0.04276981862599471
11.861861861861863 0.011224676502424865 0.023815155085950182 0.029337726505003263 0.042524575852030316
11.911911911911913 0.010656712073232426 0.02301930674551066 0.028762277455057564 0.04220263293783138
11.961961961961963 0.010013307666306768 0.02235401996403212 0.02833412754657839 0.04176963534773699
12.012012012012013 0.009234182640946553 0.02163480366147252 0.027988817494544377 0.0411379546902952
12.062062062062063 0.008415614762068148 0.02087013652754955 0.027648388608676425 0.040502000540001276
12.112112112112113 0.007750768729993604 0.020217472563282577 0.027483748543317914 0.03982288724965143
12.162162162162163 0.007075646207903793 0.01979388858528514 0.02743391267095235 0.039249758239689174
12.212212212212213 0.006301086226035723 0.019466881573294556 0.027436393172001288 0.03865613388951056
12.262262262262263 0.005717760083270676 0.019264958906990308 0.02739392261790219 0.03806869505889969
12.312312312312313 0.00514260836408988 0.019286228646031113 0.027246429253760265 0.03750777702619538
12.362362362362363 0.0045780868824486405 0.019345508512593857 0.02705184845619632 0.03683350064694784
12.412412412412413 0.0039132700290363505 0.019515728612544952 0.0265977047306244 0.036146705248014076
12.462462462462463 0.0033387850884039876 0.0198307832139648 0.026073837976222602 0.03542264249534029
12.512512512512513 0.0027456151089485085 0.020289843951601536 0.025557118932056373 0.034714798504770515
12.562562562562563 0.002171104474827045 0.02070715460430686 0.025047779936318335 0.034027894215920125
12.612612612612613 0.0015337435024809888 0.021073730283348916 0.024450421052504792 0.03350127977517047
12.662662662662663 0.0009562681689493338 0.021413406588624243 0.023810167150966375 0.03307513107844881
12.712712712712714 0.0003676926261534028 0.02187443659553542 0.023091318902724582 0.03257177745198457
12.762762762762764 -7.623835145066096e-05 0.022454525714256553 0.02237249129352245 0.03202466909938619
12.812812812812814 -0.0004152625872716442 0.02311992793342046 0.021673447881451778 0.03134498481766298
12.862862862862864 -0.0006951564796655432 0.023579551461535266 0.02106207938765539 0.03055879736111338
12.912912912912914 -0.0008200498874414553 0.023904791619085746 0.020535966674336704 0.02981916526855108
12.962962962962964 -0.0009646959787484629 0.02410001438731373 0.020040262806927223 0.029051403415249998
13.013013013013014 -0.0011207780455922314 0.024282513399767836 0.019427533393908257 0.028241238484209258
13.063063063063064 -0.0012314625461983867 0.024359159446030277 0.018872442825823947 0.027284396993566464
13.113113113113114 -0.0013337500737877618 0.024325709915886545 0.018270953791509916 0.026543450243815915
13.163163163163164 -0.0013263325162114214 0.024180664940033285 0.017549265458212795 0.026074437774965115
13.213213213213214 -0.0013168623619430808 0.02393710332338202 0.016784731210207487 0.02563252329505781
13.263263263263264 -0.0013617190603638402 0.023566492256091642 0.016007060283685322 0.02527545630007578
13.313313313313314 -0.0013821746124593724 0.023037758710515912 0.01529423160544183 0.024962623684390662
13.363363363363364 -0.001331915487455905 0.022582676165521065 0.014610367362671007 0.024778351967073356
13.413413413413414 -0.001208560896969712 0.021979273704781994 0.013803679452477294 0.024615032671055092
13.463463463463464 -0.0010759022650089214 0.02123737648228412 0.013133154739231122 0.024480183024998506
13.513513513513514 -0.0008731880467298115 0.020594761922808378 0.012513743228258267 0.02423017019870924
13.563563563563564 -0.000582192608976288 0.020011525688864516 0.011779645117194497 0.023904784621368858
13.613613613613614 -8.415946283273285e-05 0.019450997868127512 0.011044889619928201 0.023474971196491994
13.663663663663664 0.0005178310652779028 0.018928607866438775 0.010385511109853767 0.023063146486710446
13.713713713713714 0.0011640174962489155 0.018603428168975398 0.009651063752431547 0.022604688569969063
13.763763763763764 0.0017502314159266214 0.018432682336133252 0.008866963179202922 0.022213990372294982
13.813813813813814 0.0023474820996617035 0.018193282813809823 0.008086270225699452 0.02187144956444792
13.863863863863864 0.002939260034578253 0.017907670554993683 0.007351260556088577 0.021506506877288643
13.913913913913914 0.0034972018632045605 0.017600993664327682 0.006653465725339512 0.02113364947098692
13.963963963963964 0.0038220433617459195 0.01709439443952033 0.006178522440523515 0.020865516279292326
14.014014014014014 0.003971970310199374 0.0166230231301554 0.005689316823508177 0.020446569337269255
14.064064064064064 0.004111869219623506 0.016112847348644554 0.005118172631087222 0.02013128993592953
14.114114114114114 0.004240429667614642 0.015594442278659332 0.004538352626870825 0.019930185047980765
14.164164164164164 0.004416353962627685 0.015212275139569334 0.0038654239842659224 0.01980649846935154
14.214214214214214 0.0045988827537533925 0.015096489900569207 0.0031349544281813755 0.019691528745533905
14.264264264264265 0.004726715007935623 0.014925127468385483 0.0026717577909493107 0.019493336886742704
14.314314314314315 0.004914844569781511 0.01475104467628163 0.0022002128706804973 0.019353946424211958
14.364364364364365 0.004990356462134984 0.014539021340858172 0.0018768466190354886 0.019183785131232988
14.414414414414415 0.005172293557282828 0.014286327430658224 0.0016621385097930208 0.01905517203509194
14.464464464464465 0.00547958020718735 0.014161956959469714 0.0014560613022459804 0.01900390738892131
14.514514514514515 0.0057774802333874645 0.014017391587840397 0.0011649861335830164 0.019095308603937183
14.564564564564565 0.006066611424028939 0.013954907035615721 0.0007482925400124725 0.019309734707254195
14.614614614614615 0.006426826311596094 0.01396221886300218 0.0003750288251583388 0.019513745145353038
14.664664664664665 0.0068097888229133145 0.01412669835808584 2.3427047392770106e-05 0.019611344381020898
14.714714714714715 0.0071008830951977955 0.014270734629836601 -0.0002020760733516802 0.019776192898717317
14.764764764764765 0.00718289056323336 0.014191653326838985 -0.0004008844842776973 0.01991500149842893
14.814814814814815 0.007062618759794211 0.01377610514500077 -0.0005931953709706349 0.020052311793423542
14.864864864864865 0.0069832572264267555 0.013289764000542928 -0.000705227203300231 0.020305102836220276
14.914914914914915 0.006863271626843109 0.012679138617602712 -0.0006925376736200689 0.020689856012466507
14.964964964964967 0.006833412995744587 0.012011630747037268 -0.0007713950293835772 0.021168224273578527
15.015015015015017 0.006956998480461897 0.011445305632584786 -0.0008708602479780822 0.021510337894988744
15.065065065065067 0.007107833474170384 0.011024094165983279 -0.000854952534278118 0.02180893086887201
15.115115115115117 0.007330866618742323 0.010565055896161598 -0.0007957248079436234 0.02208103549794355
15.165165165165167 0.0075964649869787425 0.010102929327757743 -0.00063660174409872 0.022340272182498903
15.215215215215217 0.00791636315437207 0.009837456060493506 -0.0005047462936797516 0.022556222808856552
15.265265265265267 0.008459698521742623 0.009605069117831388 -0.00030977615451484796 0.022752482051569486
15.315315315315317 0.009065425863581927 0.009270230349617799 -7.920020552391875e-05 0.02296141800741153
15.365365365365367 0.009632563975746482 0.008909370399002588 0.00022041111689612833 0.02308813314119355
15.415415415415417 0.010161677940311456 0.008529813522656252 0.0005839327451533187 0.023120122217190873
15.465465465465467 0.010818670485343976 0.008154888846813904 0.0009917773368332014 0.023116865119675523
15.515515515515517 0.01146539756771057 0.007887493831465637 0.001342117261860981 0.022964489235168025
15.565565565565567 0.012082088105152588 0.007713858655483087 0.0016082271801548791 0.022738168007205673
