t sigma_z_100 sigma_z_1000 sigma_z_10000
0.0 1.0 1.0 1.0
0.05005005005005005 0.9987549648335505 0.9987491038993762 0.9987516426915307
0.1001001001001001 0.995084257273478 0.9950215259430427 0.9950334674850931
0.15015015015015015 0.9891377013885869 0.9889027395399008 0.988923520881016
0.2002002002002002 0.9810309429409422 0.9805292778110315 0.9805415840402315
0.2502502502502503 0.9709220140322796 0.9700818289645545 0.9700414314216741
0.3003003003003003 0.9591178607115032 0.9577616222917424 0.9576171246823545
0.3503503503503504 0.9455621605215425 0.9438982097237616 0.9434473393988596
0.4004004004004004 0.9304036894307518 0.9288086457704189 0.9276801611377812
0.45045045045045046 0.9134763887456362 0.9127543038988469 0.9106297587337913
0.5005005005005005 0.8953165553390131 0.89605509489713 0.8925828436222982
0.5505505505505506 0.8754072144126321 0.8790244004549771 0.8738386758326095
0.6006006006006006 0.8545003650848363 0.8615995204552267 0.8545799814695249
0.6506506506506506 0.832687148675608 0.8444098245686947 0.835081687492294
0.7007007007007008 0.8096695720062485 0.8276085596012284 0.8155804136549063
0.7507507507507508 0.7853761724332701 0.8116302002860939 0.7960989119850086
0.8008008008008008 0.7619186253325492 0.7966919332666001 0.7770366923900222
0.8508508508508509 0.736855755449337 0.7827818618895189 0.7588603020439998
0.9009009009009009 0.7132929670328051 0.7705388857414457 0.7417592450554598
0.9509509509509511 0.6906817015555362 0.760445608709014 0.7260913437031117
1.001001001001001 0.668614503223607 0.7526455700264219 0.7120242039714759
1.0510510510510511 0.6461070921305235 0.7457809821241238 0.6997993978730426
1.1011011011011012 0.6267102250910281 0.7399171889648626 0.6894034433008757
1.1511511511511512 0.6096246313354697 0.7333497727339308 0.680818795603456
1.2012012012012012 0.5937724569067895 0.7269770176765782 0.6740956992411139
1.2512512512512513 0.5791176089782236 0.7205962162298722 0.6689475860254772
1.3013013013013013 0.5662749623217136 0.7139795784698798 0.6656230342831378
1.3513513513513515 0.5567260426916595 0.7080916954850004 0.6633548545225413
1.4014014014014016 0.5483353619667399 0.7040275665943733 0.6622883765456252
1.4514514514514516 0.5426928687490775 0.7019673536781572 0.6618104394646699
1.5015015015015016 0.5419936700727608 0.7003393551621413 0.6626577035787582
1.5515515515515517 0.545022516608119 0.6990379597926506 0.6637363455470188
1.6016016016016017 0.5494106119206391 0.6989331090481719 0.6652482665753325
1.6516516516516517 0.55581731155987 0.6992172613524116 0.666748876507541
1.7017017017017018 0.5672005373703352 0.698862926994157 0.6685976243220333
1.7517517517517518 0.5831992174260886 0.6977139685273684 0.6710599971904069
1.8018018018018018 0.5999535430287788 0.6951731580702646 0.6741140001947082
1.8518518518518519 0.6175305993498549 0.6901742376858528 0.6768744863612932
1.9019019019019021 0.6314523627369139 0.6836514916005663 0.6789313270877466
1.9519519519519521 0.6442222429975613 0.6751212167659512 0.6800997007065797
2.002002002002002 0.6549594728863497 0.6645212038244804 0.6813578832933899
2.052052052052052 0.6653767724504208 0.6533081228399654 0.6820577991382457
2.1021021021021022 0.6756916426402763 0.6409729771919057 0.6816570471170667
2.1521521521521523 0.6841946230157417 0.6282262407322382 0.6808937104663096
2.2022022022022023 0.6882942074158852 0.6144453767657791 0.6798559999177456
2.2522522522522523 0.6918744229325656 0.6003095206836533 0.6779230624848315
2.3023023023023024 0.6924225383415057 0.5880690341342533 0.6754891210978258
2.3523523523523524 0.6946809896510165 0.5785206049163536 0.6723901033017347
2.4024024024024024 0.6979644011663744 0.5712844750098208 0.6685509657823349
2.4524524524524525 0.6994748037840836 0.5668502448619366 0.6643482381406293
2.5025025025025025 0.7022732027686827 0.5638788113820191 0.6600498322803107
2.5525525525525525 0.7099175408251005 0.560354143361357 0.6560738631369729
2.6026026026026026 0.7209840811030335 0.5569563033334725 0.6518064907317654
2.6526526526526526 0.7311518469680127 0.5584317830585157 0.6472278431027819
2.702702702702703 0.7397679651763736 0.5610610479179788 0.6418752178071699
2.752752752752753 0.7476275160380137 0.563156802066384 0.6357986689671222
2.802802802802803 0.752422273474709 0.5629175824564454 0.6286303768346377
2.852852852852853 0.753668025441061 0.5605290345210151 0.6213704307307837
2.902902902902903 0.7487517185319444 0.556894182101726 0.6141853378378165
2.9529529529529532 0.7435875293794352 0.550639986969638 0.60688318104677
3.0030030030030033 0.7387764576136402 0.5464276750589908 0.598857227751727
3.0530530530530533 0.7333188698355264 0.5395524247556863 0.5896190066245925
3.1031031031031033 0.7263214048859775 0.5294694648875805 0.5799535899558979
3.1531531531531534 0.715800975472796 0.5187468419345431 0.5697535550489017
3.2032032032032034 0.7045622639886853 0.5054778695999297 0.5587279435221613
3.2532532532532534 0.6966702678643089 0.4911680736476073 0.5460240131679713
3.3033033033033035 0.6821145836597088 0.4763266400599398 0.5326808524687137
3.3533533533533535 0.6638812946066341 0.4604890181355061 0.5191502916363847
3.4034034034034035 0.6445220186066624 0.44314169917258683 0.5058928602474264
3.4534534534534536 0.6219672210076514 0.42178929688982786 0.49410364580935384
3.5035035035035036 0.5925120176974064 0.40006541296950177 0.48312933146304937
3.5535535535535536 0.5607059917371097 0.3777937683180031 0.4734419413761387
