t z_t_Re z_t_Im z_t_z_0_Re z_t_z_0_Im z_t_z_0_c_Re z_t_z_0_c_Im zeros alpha_Re alpha_Im
0.0 0.009706993163264954 0.002500802989070398 -0.0003561398116033343 0.00054319177490155 2.006214947328014 0.0 0 2.0 0.0
0.02004008016032064 0.007556041590693498 0.0026105210134367016 -0.000893798356488737 0.0021936619079330863 1.9828923267487568 -0.08032850473851806 0 1.9784697961924307 -0.07933987553930384
0.04008016032064128 0.010058256228161451 0.001310705628484039 -0.0009694346604079492 0.004967490418883104 1.9571732394119925 -0.1577325660384765 0 1.954023959297563 -0.15697154738817928
0.06012024048096192 0.009924026828625962 -0.0020790131061335163 0.00250773649062427 0.0022914399321696255 1.9298885258719545 -0.23087051712591886 0 1.926761640736793 -0.23279774155029392
0.08016032064128256 0.009398910524682641 -0.004451867749884628 0.003579189081716554 -0.0009713931290245363 1.904221531637682 -0.30285356477811953 0 1.8967847834097424 -0.3067261645245151
0.1002004008016032 0.006657173442923821 -0.005181853630509761 0.00029371584069670523 2.7641019372635078e-06 1.8742039889254245 -0.3750633002801618 0 1.8641978940677766 -0.3786695604271388
0.12024048096192384 0.009445125449555041 -0.006993571157670155 -0.0009927412663444481 0.002966062647814836 1.8416889513975407 -0.44468141487228324 0 1.8291078158719105 -0.4485457584692642
0.1402805611222445 0.011981926064695779 -0.006930098259359778 0.003471516836829935 0.0037072386434482576 1.804804403657245 -0.510759208384228 0 1.7916235015157231 -0.5162777109004548
0.16032064128256512 0.013957532190300758 -0.007070868973964899 0.0006983802355303049 0.004779410955891509 1.7632021664387718 -0.5752714062225324 0 1.7518557872854117 -0.5817935215437334
0.18036072144288576 0.013056878685288882 -0.009293644506190244 -0.0013897615744611987 0.0033348548792185868 1.722429762144746 -0.637137655809228 0 1.7099171684201224 -0.6450264650603701
0.2004008016032064 0.013210900462946009 -0.005987401804056545 -0.0009367163738407067 0.002415257043438546 1.6785740722950753 -0.7041556187124776 0 1.6659215761263257 -0.7059149970958429
0.22044088176352705 0.012890735114979422 -0.00881786474696058 -0.002914738902704131 0.005107453698368553 1.6317540151734609 -0.7596020614696519 0 1.619984156590156 -0.7644027554707481
0.24048096192384769 0.011052320143397897 -0.009539610626364058 -0.0037377462897825917 0.004620453195707214 1.5852140948235305 -0.8150457103659524 0 1.5722210523214712 -0.8204385525923252
0.2605210420841683 0.012173462385748889 -0.009306684649354465 2.590598376081096e-05 0.002341644575980989 1.5339054966713082 -0.8676539894042168 0 1.5227491861527944 -0.8739763592736046
0.280561122244489 0.00912067140614649 -0.007345903054251875 -0.0010733283259874767 0.0005817430889792078 1.481565230363943 -0.9161003111487379 0 1.4716860482054233 -0.924975280157995
0.3006012024048096 0.008300131502461287 -0.007435816740391623 -0.0015311120160438536 0.0006141945043679361 1.430270983513249 -0.9671195707349541 0 1.41914948612378 -0.9733995209573866
0.32064128256513025 0.005602604607342421 -0.009772816286007508 -0.00017530757364090188 -0.000191800188681285 1.3747970586829443 -1.011503689691963 0 1.365257498867565 -1.0192183477215488
0.3406813627254509 0.007775991545578924 -0.010599691213700248 0.0016998043011457705 8.998368434482385e-06 1.323962997399145 -1.0537933497358543 0 1.310128034339548 -1.0624060383657463
0.3607214428857715 0.004751125000550676 -0.009594215497472395 -0.0004019932674241661 -0.001952330801757162 1.2686380674183892 -1.09548866421436 0 1.2538787911148066 -1.1029418266920692
0.3807615230460922 0.0025613423779033465 -0.00842688868193704 0.0017086920606153935 -0.0022605735807086982 1.2119359600604744 -1.1334159491902636 0 1.1966270245250403 -1.1408098391479935
0.4008016032064128 0.0032314233636756826 -0.008961276567208685 0.002342790370546534 -0.0070453192545670024 1.1527600645567198 -1.167834452081851 0 1.1384893573391985 -1.1759990245731171
0.42084168336673344 0.0014730208625496825 -0.007850126157692535 0.0026245281199308774 -0.005776890219420701 1.0941020138707374 -1.2024063560831788 0 1.0795815952690806 -1.2085030771918932
0.4408817635270541 -0.001054479301367627 -0.004667477859281534 0.0020157648412759293 -0.0060309129661878244 1.0383443688568559 -1.2328220511669972 0 1.0200185475159231 -1.238320353116471
0.4609218436873747 -0.0023069065092757796 -0.006713730039065458 0.002338670162295659 -0.00683557270106014 0.9756554962870776 -1.255481544174287 0 0.95991385256114 -1.265453780629489
0.48096192384769537 -0.0031074242678841507 -0.008772765185126517 0.0027018180650000166 -0.003209365866084401 0.9147549834444324 -1.2814085949790797 0 0.8993798093915224 -1.2899107645218102
0.501002004008016 -0.003233608874734317 -0.008499855553329867 0.0015052713769105235 -0.005546944268076173 0.8519228968365151 -1.3061715823531892 0 0.8385272143362319 -1.3117030847647873
0.5210420841683366 -0.0030315896960270436 -0.01067496170005807 0.0026818845639884604 -0.005362991622470087 0.791137485753628 -1.3280114238989085 0 0.777465203679926 -1.3308467898006635
0.5410821643286573 -0.003096278609037148 -0.009783615214094786 0.0015605764610854317 -0.003480616273982495 0.730796371824107 -1.3482630132296995 0 0.7163011022033315 -1.347362084738187
0.561122244488978 -0.00753905892172199 -0.012037009604128181 -0.00195777403215965 -0.004425530813623396 0.6637316580549656 -1.359982733982598 0 0.655140277789567 -1.361273214743424
0.5811623246492986 -0.007488649967568023 -0.00994638444649479 -0.0005969685562696678 -0.0065769639164411885 0.604463376107717 -1.3704572572854947 0 0.5940860022215227 -1.3726083439181234
0.6012024048096192 -0.006312905082423817 -0.010621199355134106 -0.0022446129159315134 -0.008127798806057514 0.5410851536378446 -1.3806781353872328 0 0.5332393182826595 -1.3813994299598087
0.6212424849699398 -0.009221992435759623 -0.00962083397236119 -0.004567736013123645 -0.008530746312390014 0.47908257067419546 -1.3918863118608233 0 0.4726989132607036 -1.3876820948990658
0.6412825651302605 -0.008863199702859401 -0.008668753968093612 -0.0019513524898104745 -0.011681772714919077 0.4171277301967028 -1.3979280398792433 0 0.4125609989409376 -1.391495492210254
0.6613226452905812 -0.00724573159503644 -0.007920451017190203 -0.005632350716413971 -0.012266165843799649 0.36019860122810204 -1.3978203314680053 0 0.35291919816307926 -1.3928821705921262
0.6813627254509018 -0.008669905800703917 -0.006426531012852242 -0.005631931344812588 -0.010048357284697084 0.30116762929599483 -1.395221922097014 0 0.29386443800320433 -1.391887934714582
0.7014028056112224 -0.011627076595902336 -0.006192448561652968 -0.006104150245034276 -0.008303262712726274 0.23898693467944201 -1.3897924762579208 0 0.23548484962974486 -1.3885617032270319
0.721442885771543 -0.012728253239713569 -0.0026041080968717475 -0.0028967019482430438 -0.010886993876205836 0.1846675713055084 -1.385888334463 0 0.17786567487034496 -1.382955364322608
