t sigma_zs_1em3 max_bond_dim_1em3 sigma_zs_1em4 max_bond_dim_1em4 sigma_zs_1em5 max_bond_dim_1em5 
1.1407605070046698 -0.05598164781003413 2.5988 -0.06476168304442075 4.0 -0.06886484169094413 5.4616 
1.160773849232822 -0.061951488169209826 2.6387 -0.06947585560596176 4.0 -0.07450749150543949 5.5159 
1.180787191460974 -0.06637732482551625 2.6717 -0.07339960666554589 4.0 -0.07922375100281066 5.5681 
1.200800533689126 -0.06970081188985834 2.707 -0.07588552701028281 4.0 -0.08304871439763901 5.6127 
1.2208138759172782 -0.07224799917258472 2.7376 -0.07765067602906996 4.0 -0.08567513742068564 5.6525 
1.2408272181454303 -0.07341929265396417 2.7641 -0.07823282909598532 4.0 -0.08674407000883846 5.6865 
1.2608405603735824 -0.0733761374799306 2.7883 -0.07774723653645221 4.0 -0.08634235423157452 5.7175 
1.2808539026017345 -0.07233051407396444 2.8085 -0.0753580622304547 4.0 -0.08514885989047016 5.7426 
1.3008672448298866 -0.06990211191529244 2.8267 -0.07246698157869841 4.0 -0.08298041978653148 5.7671 
1.3208805870580387 -0.0663650566675688 2.8465 -0.06927208937996344 4.0 -0.08034411555281924 5.7883 
1.3408939292861908 -0.06190854838889113 2.8627 -0.0648620503050132 4.0 -0.07629951158444727 5.8093 
1.3609072715143429 -0.05709269550719229 2.8751 -0.05928716484352711 4.0 -0.07138721819219672 5.8261 
1.380920613742495 -0.05151382404979954 2.8873 -0.05270029588721405 4.0 -0.06553506243303886 5.8407 
1.400933955970647 -0.044553626077641205 2.8975 -0.04578797068937204 4.0 -0.05858420116128549 5.8515 
1.4209472981987992 -0.03713542948449348 2.9068 -0.03736277130831511 4.0 -0.05033273599629112 5.8629 
1.4409606404269513 -0.028833116116412146 2.9158 -0.028148795822251958 4.0 -0.04134109888254276 5.8726 
1.4609739826551034 -0.019471243782161314 2.9232 -0.018693454587568947 4.0 -0.03202125302736742 5.8823 
1.4809873248832555 -0.009591802730128328 2.9312 -0.008311653267345105 4.0 -0.02122801719544264 5.8896 
1.5010006671114076 0.0007508244909771185 2.9374 0.003137323597831986 4.0 -0.010299509954637735 5.8971 
1.5210140093395597 0.011496107393629924 2.9434 0.015040502609126597 4.0 0.0016487843283285602 5.9038 
1.5410273515677118 0.023477071908251535 2.9478 0.02762575981131133 4.0 0.014197394559780597 5.9098 
1.5610406937958639 0.03613587900921738 2.9522 0.040463090408315465 4.0 0.02720185702006454 5.9147 
