t sigma_z_hops sigma_z_homps_RK4 sigma_z_homps_TDVP
0.5600373358223882 0.7068235636266649 0.7068144703789279 0.704669957547674
0.5800386692446163 0.6968561035684929 0.6968471142478563 0.6933359887736157
0.6000400026668445 0.689759888522955 0.6897511603520571 0.6840102161808973
0.6200413360890726 0.6862010744989223 0.686192792435076 0.6786566273269251
0.6400426695113008 0.6802283278457603 0.6802203439070056 0.6726594835619022
0.6600440029335289 0.6745138889885075 0.6745062065489125 0.666984945435017
0.6800453363557571 0.6674685507335189 0.6674610885586599 0.6587101379951843
0.7000466697779852 0.661271684382559 0.6612644617962983 0.6534496496831563
0.7200480032002134 0.6527614779437737 0.652754351837349 0.6438204528956016
0.7400493366224415 0.651102987890279 0.651096274025729 0.6426422507718842
0.7600506700446698 0.648568871834943 0.6485625140471858 0.6411947973648223
0.7800520034668978 0.6432478770888114 0.6432417228326429 0.6369735583470519
0.800053336889126 0.6394316614623224 0.6394257543612224 0.6341594101499527
0.8200546703113542 0.6295194874053555 0.6295135206474456 0.6249642312406487
0.8400560037335824 0.613263544191295 0.6132572190102739 0.6079130798336244
0.8600573371558105 0.6075835046217709 0.6075773044016111 0.6018370555898971
0.8800586705780387 0.5990830635628545 0.5990768670853182 0.595031215833113
0.9000600040002668 0.5885043585396177 0.5884980786529407 0.5824009306674086
0.920061337422495 0.5859225353737325 0.5859165253692971 0.5831242868912428
0.9400626708447231 0.5782270017800963 0.5782210198208293 0.5751195347254106
0.9600640042669513 0.5662351645234903 0.5662290044055764 0.5631930169693322
0.9800653376891794 0.5600853028117471 0.5600792066044539 0.557542978553077
1.0000666711114075 0.5473531984768257 0.5473468857217287 0.5479626116729861
1.0200680045336357 0.5308230566971501 0.5308163790226413 0.5338637227028558
1.0400693379558639 0.5211219655963603 0.5211152278419131 0.5233045080124248
1.060070671378092 0.5155051875445623 0.5154985622818314 0.5174507945961004
1.08007200480032 0.5128590139424197 0.5128526323917392 0.5132720061222484
1.1000733382225483 0.5097869050636631 0.5097807510811199 0.5063234302400831
1.1200746716447765 0.5018623754294266 0.5018562728909262 0.4990510190852702
1.1400760050670047 0.4927609231259671 0.49275484907480505 0.4878407035647478
1.1600773384892327 0.49871956976563026 0.49871417601047197 0.492600107835556
1.1800786719114609 0.5039061116877639 0.5039013897311505 0.4988548416397079
1.200080005333689 0.5058722251921466 0.5058680750218553 0.49963244207501795
1.2200813387559173 0.509381377407836 0.5093778647041214 0.5048731988444524
1.2400826721781453 0.5200457451079282 0.5200431547794724 0.5168123785465321
1.2600840056003735 0.5155518077208482 0.5155495795953778 0.5102250540266908
1.2800853390226017 0.5149292845074988 0.5149275587778004 0.5128215153877813
1.3000866724448297 0.5090325648437298 0.5090311542918937 0.5071477106636091
1.3200880058670579 0.49747991446511847 0.4974786443515806 0.4959615081643152
1.340089339289286 0.4842767605001948 0.48427560586470153 0.48034024695903227
1.3600906727115143 0.47698697542487856 0.4769861754150753 0.4741072765223672
1.3800920061337423 0.4706017841286849 0.470601407081764 0.46547520061985065
1.4000933395559705 0.4731783084367986 0.4731786788154468 0.4655878133869035
1.4200946729781987 0.48335738086403945 0.4833587525734676 0.47527802007095393
1.440096006400427 0.479745666549774 0.4797476052843376 0.4714848982364256
1.4600973398226549 0.4782662672079406 0.4782688433221491 0.469804719569583
1.480098673244883 0.48123979358294433 0.4812431573032882 0.47089272266656484
1.5001000066671113 0.48491409548138653 0.4849182810358342 0.4750196696218184
1.5201013400893395 0.4760086100212124 0.4760132797122591 0.46436271175864247
1.5401026735115675 0.4694690973448733 0.46947433923295223 0.45922004166812347
1.5601040069337957 0.4760186345635758 0.4760248196224553 0.4635819736085772
1.580105340356024 0.48036615003824495 0.480373233417646 0.4705444242713666
1.600106673778252 0.48745948713760473 0.4874675348630127 0.481277083811194
1.62010800720048 0.49696941838701125 0.4969784732153859 0.4907848012925518
1.6401093406227083 0.48856539169118457 0.4885750859717321 0.4815532105679189
1.6601106740449365 0.4862228409681105 0.486233323608268 0.4803137438771393
1.6801120074671647 0.4875941426799557 0.4876054919961693 0.4807648108739089
1.7001133408893927 0.4867812732707276 0.4867934511185645 0.4789274497758435
1.720114674311621 0.485463726285583 0.485476724215734 0.4834317827520689
1.7401160077338491 0.47465371868681583 0.47466737202156073 0.4731386903214295
1.7601173411560773 0.47031667717950276 0.47033109140659923 0.4671060220563347
1.7801186745783053 0.46080969614267403 0.46082480269394405 0.4562858035718835
1.8001200080005335 0.46092691962032306 0.4609428956923202 0.45627219018557735
1.8201213414227617 0.4757775008409441 0.47579455089051387 0.4716868923745339
1.84012267484499 0.4902420188475348 0.4902601088243816 0.4868088660430936
1.860124008267218 0.4993723440232392 0.4993914134007724 0.4964464219630068
1.8801253416894461 0.5192638932081869 0.5192839906156134 0.5164877661257773
1.9001266751116743 0.5390464487556791 0.5390675069319237 0.536063137692025
1.9201280085339025 0.5656553400710185 0.5656772768787727 0.5627211478726343
1.9401293419561305 0.5883737674325409 0.5883964844824172 0.5858373616868559
1.9601306753783587 0.6137065887079415 0.6137299326357691 0.6117404813759784
1.980132008800587 0.6305198725379363 0.6305438278516754 0.6289878989011808
2.000133342222815 0.6441851064170273 0.6442096481432806 0.6454609178796917
2.020134675645043 0.6704252207013398 0.6704499698568817 0.6731121293583879
2.0401360090672713 0.6980046428815051 0.6980293644058354 0.7024295215543435
2.0601373424894995 0.7193226652769938 0.7193473743273988 0.7243017684023239
2.0801386759117277 0.7332706987909015 0.7332955362233561 0.7395185920013556
2.100140009333956 0.7504533143180249 0.7504779922094298 0.7573418684561277
2.120141342756184 0.7609370725119897 0.7609618111065273 0.7680716648633369
2.140142676178412 0.77546029937121 0.7754847610258276 0.7837314972239716
2.16014400960064 0.7901679751584209 0.7901920274243295 0.7983049491239287
2.1801453430228683 0.8029226549283587 0.8029463005023402 0.8114507081778207
2.2001466764450965 0.8140120697645422 0.8140353160528931 0.8239219950537676
2.2201480098673247 0.83014197984643 0.8301642809590755 0.8393852964803683
2.240149343289553 0.8418303538504806 0.8418519246943339 0.8506769349617619
2.260150676711781 0.8502278613826885 0.8502488411566034 0.8587716220853648
2.2801520101340094 0.8598726862352181 0.8598927989143558 0.8676959727275708
2.300153343556237 0.8681051946953404 0.8681244266337992 0.8763865246612975
2.3201546769784653 0.8768245245012279 0.8768426793701175 0.8858561408450039
2.3401560104006935 0.8831241628173088 0.8831413630608403 0.8922768073693575
2.3601573438229217 0.8930424857983363 0.8930582232587356 0.9014929656473316
2.38015867724515 0.8999074881124727 0.8999219630876808 0.9079603403809086
2.400160010667378 0.9034672048774569 0.9034806375543392 0.9111067780923131
2.4201613440896064 0.9086281070178379 0.9086402332282006 0.9153105478203051
2.4401626775118346 0.9139150473078111 0.9139257765875525 0.9198656942416766
2.4601640109340623 0.9200292511418946 0.9200384739983687 0.9254913762332827
2.4801653443562905 0.9266969741062034 0.9267046630220258 0.9315418778638971
2.5001666777785188 0.9302272110980585 0.930233587425857 0.9342232403915636
2.520168011200747 0.936552396780914 0.9365573644478258 0.9396125594500995
2.540169344622975 0.9404299930325047 0.9404337545643493 0.9428273860444298
2.5601706780452034 0.9423941518971504 0.9423968433074369 0.9444101969724724
2.5801720114674316 0.9437430227909848 0.9437447198409386 0.9453418643031143
2.6001733448896593 0.9444652796860157 0.9444660527257444 0.9454668951003479
2.6201746783118876 0.944343130142052 0.9443430474938267 0.9447894555480056
2.6401760117341158 0.943938465474411 0.9439376130178626 0.9437786964417759
2.660177345156344 0.9438815441087627 0.9438800338451935 0.9432187123759929
2.680178678578572 0.9433888307521161 0.9433867425314035 0.9421097194776892
2.7001800120008004 0.9411420327143967 0.941139337774829 0.939648822653837
2.7201813454230286 0.9399554145490334 0.9399522815609784 0.9381116929846746
2.740182678845257 0.9375051914547934 0.937501599501812 0.9351293224088223
2.7601840122674846 0.9365675065089465 0.9365636668617242 0.9339506522098096
2.7801853456897128 0.935973989120245 0.9359700059099969 0.9332855405692334
2.800186679111941 0.9350166490461936 0.9350125473771129 0.9320566676491155
2.820188012534169 0.9318998071760967 0.931895442425865 0.9289235021882228
2.8401893459563974 0.928254619093903 0.9282499965600027 0.9251909436380056
2.8601906793786256 0.9258042170507598 0.9257994975161146 0.9232039842135441
2.880192012800854 0.9200917184041857 0.9200866395411418 0.9179406008609339
2.900193346223082 0.9142284275086774 0.9142230244715505 0.9124907233460031
2.9201946796453098 0.9074663424146026 0.9074605767253822 0.9058960271973028
2.940196013067538 0.9013236658667692 0.9013176379231678 0.8995720811760193
2.960197346489766 0.8948770779210025 0.8948707962448085 0.8931290917636573
2.9801986799119944 0.886290944967961 0.8862842545627934 0.8843865402240801
3.0002000133342226 0.8757654333885015 0.8757582039743907 0.8741424847083399
3.020201346756451 0.8668897128424524 0.866882127255785 0.8651500537242497
3.040202680178679 0.8590917845582574 0.8590839649477849 0.8574848512581806
3.060204013600907 0.8474208181632604 0.8474124661264409 0.8467966005457797
3.080205347023135 0.8365745278949782 0.8365657451835811 0.8357097098568163
3.100206680445363 0.8229403748257219 0.822930964880921 0.8219592365931354
3.1202080138675914 0.8095270189515829 0.8095170334366475 0.808228421896378
3.1402093472898196 0.7955406721523708 0.7955300972914553 0.7944717599888799
3.160210680712048 0.7778151005217806 0.7778036760824559 0.7765351094222857
3.180212014134276 0.7627285756032415 0.7627165436152473 0.7631862756304885
3.200213347556504 0.744938405428963 0.7449255889026661 0.7465478426083381
3.2202146809787324 0.7331058043020512 0.7330926842251307 0.7332789696075908
3.24021601440096 0.7229310142881588 0.7229177362365473 0.7218452164736024
3.2602173478231884 0.7114690475292302 0.7114555379705422 0.7107279827698975
3.2802186812454166 0.7035636858620518 0.7035502207053833 0.7019344437284393
3.300220014667645 0.698545332316851 0.6985321317537725 0.6958302888469649
3.320221348089873 0.6953236294651811 0.6953108340693411 0.6904924206495872
3.340222681512101 0.6932507379166679 0.6932384444626473 0.6877881699599238
3.3602240149343294 0.6826406126987067 0.6826282786242099 0.6781492752482812
3.3802253483565576 0.6675296468317881 0.6675170097846616 0.66127816281222
3.4002266817787854 0.6644021717779562 0.664390020723135 0.6577574309499366
3.4202280152010136 0.6684084219098595 0.6683972052843812 0.662533376040975
3.440229348623242 0.6666801398589192 0.6666695152703545 0.6627142616780666
3.46023068204547 0.6585005633974504 0.6584901734461109 0.6558077251557191
3.4802320154676982 0.6606576741815481 0.660648125163504 0.656230423877927
3.5002333488899264 0.6661474295216238 0.6661388983578471 0.6612746234790248
3.5202346823121546 0.6645045139587464 0.6644966039044574 0.6603409344988883
3.540236015734383 0.6624580518936193 0.6624507351098466 0.6582375423736483
3.5602373491566106 0.6637256174677265 0.663719057309206 0.6587674416213274
3.580238682578839 0.6568755970620525 0.6568694026572592 0.651398503258763
3.600240016001067 0.6551937397796669 0.6551881578361171 0.649990548982693
3.6202413494232952 0.6630722024364987 0.6630676585989834 0.6577546537027814
3.6402426828455234 0.6626272009465223 0.6626233122652111 0.6550163194864888
3.6602440162677516 0.6771912300066543 0.6771885982662101 0.6670402575130353
3.68024534968998 0.6947407453420532 0.6947394160169303 0.6866187873468006
3.700246683112208 0.7107880931852529 0.7107879182693405 0.7031304137961804
3.720248016534436 0.7307477590960678 0.7307487601663223 0.7201683370492058
3.740249349956664 0.7479653144235796 0.7479672794067852 0.7395862604797159
3.7602506833788922 0.7572757044580254 0.7572783141369726 0.7473454554430767
3.7802520168011204 0.7654614226684263 0.7654645750414341 0.7551330926551649
3.8002533502233486 0.7737821959416902 0.7737858049975703 0.7638848375258209
3.820254683645577 0.7894130711624848 0.7894171699078876 0.7821004532755872
3.840256017067805 0.8010239264774973 0.8010283239766562 0.7958482324398093
3.860257350490033 0.8085837772280791 0.8085883061436564 0.802408149072939
3.880258683912261 0.8181390743469081 0.8181436707677506 0.8116560680609917
3.9002600173344892 0.8241489260732896 0.8241534614268132 0.8188457215415298
3.9202613507567174 0.8364012876050121 0.8364057451529875 0.8327018200622592
3.9402626841789457 0.8482410305224332 0.8482453253616243 0.845456569035974
3.960264017601174 0.8578525637294172 0.8578566059470492 0.8553287267022626
3.980265351023402 0.8680053243854818 0.8680090557120651 0.8657657624303116
4.00026668444563 0.8755078619175716 0.875511211172338 0.8731783308982148
4.020268017867858 0.8828567177076051 0.8828596443039803 0.8810350758122028
4.040269351290086 0.8924782289679403 0.8924807324494167 0.8912159463444331
4.0602706847123144 0.8977968236494963 0.8977988353324197 0.8973073088173599
4.080272018134543 0.9007700836416032 0.9007715611066016 0.9008976751107388
4.100273351556771 0.9027529968627673 0.9027539251374948 0.9034241828217024
4.120274684978999 0.9030785349333081 0.9030788809844033 0.9042404291488952
4.140276018401227 0.903442934802868 0.9034427123669254 0.9042664163591342
4.1602773518234555 0.9036782434004301 0.9036774755590234 0.9044446922606003
4.180278685245684 0.9070491204108606 0.9070479911504259 0.9077554112692455
4.200280018667912 0.9055363640527015 0.9055347132576197 0.9063551280406673
4.22028135209014 0.9047389785220294 0.9047368948744329 0.9057794624090288
4.240282685512368 0.9045028798207786 0.9045004501054701 0.9053640039254721
4.260284018934596 0.9026938123858751 0.9026910042684817 0.9035571531730002
4.280285352356824 0.8974352626484037 0.8974319161757079 0.8988012528901387
4.300286685779052 0.8936948728419334 0.8936911327432409 0.8948225221891309
4.32028801920128 0.8894486576050903 0.8894445420788741 0.8906960430721524
4.3402893526235085 0.884752848501887 0.8847483752043264 0.887235233519104
4.360290686045737 0.8792605388176576 0.8792556964738668 0.8820929183294334
4.380292019467965 0.873564479702044 0.8735592965191636 0.8761220414837132
4.400293352890193 0.8700403607802054 0.8700350333681203 0.8729099139545475
4.420294686312421 0.8672619753977022 0.8672565933257084 0.8705054228323288
4.4402960197346495 0.8619448989255639 0.8619393145011877 0.8660851542413597
4.460297353156878 0.8559764572332546 0.8559706581437776 0.861149724851596
4.480298686579106 0.8517202301188008 0.8517143679558196 0.8572268898368283
4.500300020001334 0.8487036810663114 0.8486978656372286 0.8545346973036997
4.520301353423562 0.8408555893997566 0.8408495130969141 0.8467735858989204
4.5403026868457905 0.8389912521395846 0.8389853435618082 0.8449926673706382
4.560304020268019 0.8383020893125566 0.838296436970093 0.8444039665554403
4.580305353690246 0.8371281706917901 0.8371227520993445 0.8411763057860145
4.600306687112474 0.8367074766505628 0.8367023467236384 0.8405426219331767
4.6203080205347025 0.8390310953804442 0.8390264236584226 0.8421201916557602
4.640309353956931 0.8393739446576923 0.8393696137356766 0.8430849415289305
4.660310687379159 0.843195174010436 0.8431913678704109 0.8465686248082175
4.680312020801387 0.8453549306639218 0.8453515357142186 0.8483461708551681
4.700313354223615 0.8496204516791434 0.8496175647097366 0.8517846000709636
4.7203146876458435 0.8558163500942482 0.8558140410796876 0.8571031187615421
4.740316021068072 0.861547072108283 0.8615452772394425 0.8624494373350351
4.7603173544903 0.8607004755147367 0.8606988653710105 0.8619321275356177
4.780318687912528 0.8657109415978986 0.8657097408944214 0.8660639208907905
4.800320021334756 0.8698823529400127 0.8698814800272004 0.8693790930745912
4.8203213547569845 0.8742927541788412 0.8742921800210477 0.8741026355965116
4.840322688179213 0.8763205495137117 0.8763201517017525 0.8756981229474212
4.860324021601441 0.8768038383212855 0.8768035224159636 0.8761842165149255
4.880325355023669 0.8741849407532609 0.8741845631801515 0.8729634747389343
4.9003266884458965 0.8763474907363589 0.8763471961415005 0.8737827443132447
4.920328021868125 0.879811694704661 0.8798114989556851 0.877446534083613
4.940329355290353 0.8794667651622754 0.8794665135788312 0.8770175256456744
4.960330688712581 0.8786893128847885 0.8786889715906183 0.8760794726878901
4.980332022134809 0.8771201964795992 0.8771197162810244 0.8752361020513719
5.0003333555570375 0.8733299466115052 0.8733292343270578 0.8719558861789942
5.020334688979266 0.8689506394095439 0.8689496628589077 0.8674017007306346
5.040336022401494 0.8667206139235795 0.8667194522797945 0.864612970529534
5.060337355823722 0.8649068907473135 0.8649055562765587 0.8626070097911662
5.08033868924595 0.8563982958643167 0.8563965001890806 0.8543006007048531
5.1003400226681785 0.8504240268301966 0.8504218826148009 0.8491037789213384
5.120341356090407 0.8409150776994757 0.8409124263388652 0.8399053764406711
5.140342689512635 0.8349909235196605 0.8349879503875376 0.8340059347278598
5.160344022934863 0.8283850629290563 0.828381748412135 0.8260299146011754
5.180345356357091 0.8227048153028581 0.8227012227135937 0.8206291192940899
5.200346689779319 0.820152743548686 0.8201490512439361 0.817236180194557
5.220348023201547 0.8139154177445168 0.8139114508013301 0.8105865567090866
5.240349356623775 0.8045486435336259 0.8045442505667689 0.8022929635666545
5.260350690046003 0.7931001772702696 0.7930952613929647 0.7912441897187156
5.2803520234682315 0.7838697147958433 0.7838644152720371 0.782389030249674
5.30035335689046 0.7717930167131594 0.7717871975217682 0.7695176108849179
5.320354690312688 0.7605906050944282 0.7605843391096712 0.7585494782929413
5.340356023734916 0.7520342534345997 0.752027713314558 0.7500523424266131
5.360357357157144 0.7428746236401179 0.7428678028734385 0.7387657657460276
5.3803586905793725 0.7456067944390233 0.7456003801156987 0.7420147133924551
5.400360024001601 0.7369634374927049 0.7369568221186492 0.7329008295896763
5.420361357423829 0.7361377579126144 0.7361313894781718 0.7327220832739259
5.440362690846057 0.7386833475065444 0.7386774198036775 0.7351753163720025
5.460364024268285 0.73730417104665 0.7372984830589678 0.7336401454342575
5.480365357690514 0.7374735038744384 0.737468149569318 0.7345495159068303
5.500366691112742 0.7437583329296277 0.7437536287312201 0.7406375687912745
5.520368024534969 0.7455086667435781 0.7455043783282783 0.7436098692585745
5.540369357957197 0.7435947826966558 0.7435907317747459 0.7407774211574943
5.5603706913794255 0.7438409076088198 0.7438371965917328 0.7394927622885326
5.580372024801654 0.7448164089109379 0.74481306457554 0.7429532837409161
5.600373358223882 0.7503730872035232 0.7503703007484518 0.7493507161937538
5.62037469164611 0.7538458119172067 0.7538434736958758 0.7515442946844685
5.640376025068338 0.7562314173459108 0.7562294618953017 0.7553911457268981
5.660377358490567 0.7562864825076456 0.7562848155283785 0.7543105781354075
5.680378691912795 0.7585359465105709 0.7585346352522431 0.7560065839396944
5.700380025335023 0.7565304508879095 0.7565293119273312 0.752978553646611
5.720381358757251 0.7565902492102055 0.7565893321406374 0.7532641596345095
5.740382692179479 0.7569922837054385 0.7569915820290806 0.7522281733269419
5.760384025601708 0.7565743100541723 0.7565737803803356 0.750188092295836
5.780385359023936 0.756860213319522 0.7568598637595756 0.7517249784904468
5.800386692446164 0.7617005846548266 0.7617005456612351 0.7562112387599014
5.820388025868392 0.7667000074344811 0.7667002636399061 0.7618585360880886
5.8403893592906195 0.7701639568396148 0.7701644312396412 0.7675170707619804
5.860390692712848 0.776356722099203 0.7763574803550428 0.7749229797254755
5.880392026135076 0.7792098564898051 0.7792107744531178 0.7795441700804439
5.900393359557304 0.7862577152798802 0.7862588881887074 0.7870259009475777
5.920394692979532 0.7903127218060492 0.7903140315487271 0.7921785690679333
5.940396026401761 0.798570466447958 0.7985719956528708 0.8017801585603841
5.960397359823989 0.8012496730293679 0.8012512435760949 0.8048518908807528
5.980398693246217 0.8017731753579337 0.8017747052669683 0.8058324048785233
6.000400026668445 0.796202151359721 0.7962034500363191 0.8019568761779087
6.020401360090673 0.7920076283959887 0.7920087141651864 0.7968555736347303
6.040402693512902 0.7878615819371819 0.7878624437642241 0.7918772171723926
6.06040402693513 0.7824678662154847 0.7824684482209627 0.7871917156659395
6.080405360357358 0.7802079056379699 0.7802082946851222 0.7849912035723403
6.100406693779586 0.7853332598562934 0.7853336824730096 0.7892634463041707
6.120408027201814 0.7851615789423856 0.7851618625287797 0.790230074081943
6.140409360624043 0.7808943261579083 0.7808943343809034 0.7845780875607217
6.16041069404627 0.7787854769784527 0.7787852785755915 0.7830064621625249
6.180412027468498 0.7757365468226817 0.7757361175802578 0.7791082716533867
6.200413360890726 0.7791849003514506 0.7791844852698538 0.7816102159347533
6.220414694312955 0.779854824382885 0.7798543387753728 0.782027136792835
6.240416027735183 0.7804814796800927 0.7804809356578025 0.7815920454469576
6.260417361157411 0.7767918814317674 0.7767911349400901 0.7780850238192825
6.280418694579639 0.7734158447222119 0.773414910754503 0.7739191725030506
6.300420028001867 0.7749617766372611 0.7749608410798658 0.7757582413877333
6.320421361424096 0.7749597208431498 0.7749587412206498 0.7770739585159331
6.340422694846324 0.775520669527619 0.7755196789916142 0.7784145032040657
6.360424028268552 0.7744740547020467 0.7744730034685238 0.7773152975960735
6.38042536169078 0.7666276016872196 0.7666262448434779 0.7674350548217854
6.400426695113008 0.7635392492133654 0.7635377816169429 0.7639092730809957
6.420428028535237 0.7633625240091159 0.7633610680294234 0.7634875895282139
6.440429361957465 0.7664496175417813 0.7664482986675623 0.7669214517900034
6.460430695379692 0.7667972884842628 0.7667960118675823 0.7681798720079338
6.48043202880192 0.7674135202732764 0.7674123075892256 0.7699788867324755
6.500433362224149 0.7674600006405797 0.7674588398838276 0.7708843343729057
6.520434695646377 0.7631376686047282 0.7631364017610875 0.7659804604917265
6.540436029068605 0.7614100885937829 0.7614088192827675 0.7639482936308739
6.560437362490833 0.7602747354115766 0.7602734895114633 0.7615955874759248
6.580438695913061 0.7579463056570985 0.7579450402807987 0.7584793204929664
6.60044002933529 0.7625285936697878 0.7625275782871823 0.7627359676420228
6.620441362757518 0.756923622340089 0.7569224798456212 0.7581207123488063
6.640442696179746 0.7530935547403241 0.7530923543184087 0.7552371025285114
6.660444029601974 0.7485199808571883 0.7485186944654107 0.7509271002767588
6.680445363024202 0.7469043627035811 0.746903096594959 0.7493177172190086
6.700446696446431 0.7439860094437153 0.7439847096558769 0.7456192429120564
6.720448029868659 0.7369088648429706 0.7369073718535737 0.7371555424651614
6.740449363290887 0.7281913859502288 0.7281896357755265 0.7291277423128899
6.760450696713115 0.7217807122185628 0.7217787962660968 0.7211059042465061
6.780452030135343 0.7145444179095856 0.7145423100015843 0.7150221118096391
6.800453363557571 0.70269130729889 0.7026888385121939 0.7005436143995244
6.820454696979799 0.6962551446983111 0.6962525485300967 0.6931509705903524
6.840456030402027 0.6927289289082086 0.6927263338453314 0.6871122784203365
6.860457363824255 0.6896434451319255 0.6896408796007382 0.6849184298906676
6.880458697246484 0.6756017230425367 0.6755987436536491 0.670808592419269
6.900460030668712 0.6714627739236443 0.6714597937667615 0.6674000347568791
6.92046136409094 0.6697594211024022 0.6697565583129431 0.6658895893148421
6.940462697513168 0.6698623206630878 0.6698596518899518 0.6655098453576589
6.9604640309353965 0.6693071849595424 0.6693046901116202 0.665384276042189
6.980465364357625 0.6722984132991312 0.6722962332995173 0.6672516771588818
7.000466697779853 0.6723890567304177 0.6723870837558791 0.6673019213995494
7.020468031202081 0.6818819941922776 0.6818805850531988 0.6772856574988395
7.040469364624309 0.6944539192599706 0.6944531630456009 0.6882217301765542
7.0604706980465375 0.7008127868078926 0.7008124232051991 0.6935706444608133
7.080472031468766 0.7019959475656293 0.7019957849878262 0.694038018278781
7.100473364890993 0.7004282712834299 0.700428214240131 0.6933216983773627
7.120474698313221 0.696697362792968 0.696697319375686 0.6904925684455772
7.140476031735449 0.6890175315496102 0.6890173464955524 0.6838900904099692
7.160477365157678 0.6747343039334384 0.6747337417354754 0.6697811528309444
7.180478698579906 0.663959672359987 0.6639588453511466 0.6575337714942261
7.200480032002134 0.6530455170466691 0.6530444225613992 0.6447572108577824
7.220481365424362 0.6416519815959273 0.6416506052457593 0.635795703428237
7.2404826988465905 0.6340056452053197 0.634004116112212 0.6279733356887108
7.260484032268819 0.6301345943518833 0.6301330524347573 0.6222699762742184
7.280485365691047 0.6309986078802414 0.6309972327942067 0.6244353987974873
7.300486699113275 0.6266531051020062 0.626651712103097 0.6206378889741742
7.320488032535503 0.6223158512838971 0.622314441885944 0.6142835182147338
7.3404893659577315 0.620469589718348 0.6204682439337638 0.612514835179293
7.36049069937996 0.6186202327798321 0.618618954367126 0.6069578769737152
7.380492032802188 0.621510340656303 0.6215093079793919 0.6103641169791809
7.400493366224416 0.6249348173665867 0.6249340574516311 0.6153319171323873
7.420494699646643 0.6300745076136528 0.6300740817326449 0.6225440589522871
7.440496033068872 0.6368917556285928 0.636891717880699 0.6294539142759312
7.4604973664911 0.6492325276377106 0.6492330385947258 0.6413145842012755
7.480498699913328 0.661118927245699 0.6611199281332251 0.652025288857165
7.500500033335556 0.6677903752975038 0.6677916627708965 0.6594631793467447
7.5205013667577845 0.6760226076603623 0.6760242019255631 0.6679756798893095
7.540502700180013 0.6773730287290706 0.6773747099078173 0.6691602463227152
7.560504033602241 0.6737435797948035 0.6737451984234428 0.6653957493921668
7.580505367024469 0.6729197526489292 0.6729213843073104 0.6647879027753637
7.600506700446697 0.6742538901112113 0.6742555968535853 0.6650409618022604
7.6205080338689255 0.6702948545995937 0.6702964895132446 0.6594728527561586
7.640509367291154 0.6639250552856445 0.6639265568388347 0.653595979812406
7.660510700713382 0.6571021974150661 0.6571035648988042 0.645437446520165
7.68051203413561 0.656737309048521 0.6567387463790235 0.6463349094441079
7.700513367557838 0.6497139661602017 0.6497152681429585 0.6418025444343611
7.720514700980066 0.6444727506314859 0.6444739769251309 0.6375308032450602
7.740516034402294 0.6409521908590046 0.6409534027723182 0.6348285829742543
7.760517367824522 0.6404986092486403 0.6404998999353517 0.6338861418360293
7.78051870124675 0.6410250337866678 0.6410264325262253 0.6355089051045922
7.8005200346689785 0.6405265299516462 0.6405280121101035 0.6362647590639267
7.820521368091207 0.6370392332241913 0.6370407165507452 0.6338146655499513
7.840522701513435 0.633935517806018 0.6339370295357514 0.6276957089750678
7.860524034935663 0.6380252671422363 0.6380270376301235 0.6308743923145381
7.880525368357891 0.655423701184855 0.6554260999731188 0.6466787845564559
7.9005267017801195 0.6616245710213725 0.6616272556861084 0.6532785205214455
7.920528035202348 0.6672724301197881 0.6672753726534922 0.6589391383137959
